customerID,tenure,MonthlyCharges,TotalCharges,gender,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Churn
CUST09114,13.829872662485442,32.341044519226465,427.0501372237214,Female,No,No,No,No phone service,DSL,No,No,No,No internet service,No,No,Month-to-month,Yes,Electronic check,Yes
CUST09115,19.976351426997653,83.0484083832782,1731.2573511173164,Male,No,No,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,Yes
CUST09116,67.48952377037497,98.5386119323942,6462.82321051843,Female,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,Yes,Yes,One year,No,Credit card (automatic),Yes
CUST09117,22.621335997831853,87.76762716893411,2124.9697386373173,Female,No,No,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,Yes
CUST09118,30.436050379819665,97.21749690535418,3130.6148835227687,Female,No,No,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Electronic check,Yes
CUST09119,7.616880488177491,74.32607495573096,591.8027761575138,Female,No,No,Yes,No,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
CUST09120,4.49982996950784,90.66255726735811,465.2911899278897,Female,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
CUST09121,41.94856408525847,79.61274205927654,3287.2525260239217,Female,Yes,Yes,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No,No,Month-to-month,No,Credit card (automatic),Yes
CUST09122,24.097445556013074,100.09296848608172,2481.9477928023703,Female,No,No,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),Yes
CUST09123,18.88107194598078,62.532040632701694,1163.0527072992697,Male,No,No,Yes,No,DSL,No,Yes,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),Yes
CUST09124,1.2730875147789424,19.663825699626475,6.87896949802643,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,Yes
CUST09125,8.23033712570206,87.15324774642575,733.565350773979,Female,No,No,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),Yes
CUST09126,0.9932933612758275,85.59522010367475,86.20751822901623,Female,No,No,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes
CUST09127,5.2308333814563825,54.03584445682195,302.2039571193176,Female,No,No,No,No,DSL,No internet service,No,No,No internet service,No,No,Month-to-month,No,Electronic check,Yes
CUST09128,1.0136459339602268,60.57959819630686,61.15136210733632,Female,No,No,Yes,No,DSL,No internet service,No internet service,No,Yes,No,No,Month-to-month,No,Electronic check,Yes
CUST09129,1.280400549688712,70.31087147915909,88.09705141183343,Male,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
CUST09130,39.10586170621695,75.16196722609672,2823.1914357944866,Female,No,No,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),Yes
CUST09131,0.8422751017516258,18.574827169709657,18.883472078278672,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,Yes
CUST09132,18.02011142962723,76.3954979328943,1421.6736705430492,Male,No,No,Yes,No,DSL,No,No internet service,No,No,No,No,Month-to-month,Yes,Credit card (automatic),Yes
CUST09133,63.402865011707256,106.8343027378462,6848.041788488598,Female,Yes,No,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),Yes
CUST09134,35.016840039204936,82.18391415926384,2862.2958497593177,Female,No,No,Yes,No phone service,Fiber optic,No,No,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),Yes
CUST09135,1.1121770716373702,49.96302586600725,74.710681647142,Female,No,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),Yes
CUST09136,22.761549906840703,37.60981123779872,846.9399090498794,Female,No,No,No,No,DSL,No,No,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),Yes
CUST09137,40.87083330346487,98.43845039442955,4064.5694386832365,Female,No,No,Yes,No phone service,Fiber optic,No internet service,No,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,Yes
CUST09138,19.516257410338664,99.58956924375306,1872.9026210522068,Male,Yes,Yes,Yes,No,Fiber optic,No,No internet service,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),Yes
CUST09139,3.262868784991795,96.10914323514163,281.19802112571153,Female,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
CUST09140,0.9567255340549331,69.53301142349483,57.58425868321312,Male,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
CUST09141,50.08528218285832,96.692454333597,4842.2510545537725,Female,No,No,Yes,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),Yes
CUST09142,20.20234621546747,94.22103488887092,1854.5530320071944,Male,Yes,No,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,Yes
CUST09143,3.053380979393477,95.7213116489609,285.92439076547214,Male,No,No,Yes,No,Fiber optic,No,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,Yes
CUST09144,1.0382864222010102,80.49393734721852,66.45891589909486,Male,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes
CUST09145,28.071497404498253,50.61643663860748,1317.610636076606,Male,Yes,No,Yes,Yes,DSL,No internet service,No,No,No,No,No,Month-to-month,No,Credit card (automatic),Yes
CUST09146,43.53522724312391,106.9172986654225,4659.410260013528,Male,Yes,Yes,Yes,Yes,DSL,No,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),Yes
CUST09147,9.770566752113714,85.74078513271154,866.2428952366157,Male,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,Yes
CUST09148,31.375879072660044,83.64640152859295,2571.5547327369527,Female,No,No,Yes,No,Fiber optic,No,No,No,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),Yes
CUST09149,1.234498779922553,45.61167377207479,34.41146470595889,Female,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,Yes
CUST09150,2.141925545747029,66.33215182856604,147.10494171021605,Female,No,No,Yes,No,DSL,No,No,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,Yes
CUST09151,0.6627058345885755,20.029794180771322,32.147043572042215,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,Yes
CUST09152,7.801168145951203,95.78228559081815,793.3611646017039,Female,No,No,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,No,Month-to-month,No,Electronic check,Yes
CUST09153,32.282938553196054,107.19126256958528,3456.552818676245,Male,No,No,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),Yes
CUST09154,0.8897464949023355,25.141518213636964,17.647766479997404,Male,No,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,Yes
CUST09155,68.64970938259792,110.23976759283262,7512.148996814239,Male,Yes,No,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),Yes
CUST09156,12.81755390032827,82.21652083658637,1118.0155912762527,Female,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,Yes
CUST09157,3.692021511460636,78.20285310682279,308.37733112781507,Female,No,No,Yes,No phone service,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,No,Bank transfer (automatic),Yes
CUST09158,64.87672284464324,105.7397150552248,6988.627510643291,Female,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
CUST09159,2.2212426076415013,78.85293267820246,169.4934977754164,Female,No,No,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),Yes
CUST09160,2.184885248909317,85.69105406354674,187.9718170638844,Female,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,Yes
CUST09161,10.031541611809446,85.0875340691564,819.31685248928,Female,No,No,Yes,No,Fiber optic,No internet service,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes
CUST09162,39.96626789551339,90.11143610207691,3524.8258088347784,Female,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),Yes
CUST09163,3.3390140849425625,71.72562215218899,231.3633481502925,Female,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
CUST09164,1.0977562712121904,70.51257029891005,57.48190404643215,Female,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,Yes
CUST09165,0.6048178423646056,20.4121474974121,45.82342139984725,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,Yes
CUST09166,2.0057932135093623,20.8678836158463,37.52507808572693,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,Yes
CUST09167,0.5856553659643913,85.95882718261234,143.84386785697833,Female,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,Yes
CUST09168,9.121817351329769,82.38616644753213,798.570240099824,Female,No,No,Yes,No phone service,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes
CUST09169,50.316445536317275,95.67317673021586,4789.502316668656,Female,No,No,Yes,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),Yes
CUST09170,15.167708619240813,22.35352454874493,316.2262647304319,Female,No,No,No,No,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
CUST09171,1.8949982984790399,69.72751400996506,130.35670632897825,Female,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),Yes
CUST09172,5.612829709926503,84.66222058062333,469.0896729701334,Female,No,No,Yes,No,Fiber optic,No internet service,No,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),Yes
CUST09173,10.173049896487745,104.40394461706006,1072.948217054862,Female,No,No,Yes,No,Fiber optic,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),Yes
CUST09174,1.983790999437717,93.78443747646408,138.06252464480926,Female,No,No,Yes,No,Fiber optic,No,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
CUST09175,10.963685093939132,93.23891944506757,1096.715538962935,Female,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,Yes
CUST09176,1.9312415542494015,44.55132164226379,93.93495754966966,Female,No,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,Yes
CUST09177,3.767165178315632,87.0781892161753,366.55353985040017,Female,No,No,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,Yes
CUST09178,32.060113887082785,73.38757050587893,2413.4731508241525,Female,No,No,Yes,No,DSL,No,No internet service,No internet service,No,No,No,Month-to-month,Yes,Electronic check,Yes
CUST09179,3.1969270854846865,99.15626997951239,280.88432370434373,Male,No,No,Yes,No,Fiber optic,No,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),Yes
CUST09180,8.602711943376715,85.41055585314197,786.0834125566809,Female,No,No,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),Yes
CUST09181,47.639952700270996,89.99891515999285,4144.1126771562995,Female,Yes,No,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),Yes
CUST09182,30.567985064803388,93.89576064451535,2958.044728821634,Female,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes
CUST09183,12.340015927243437,86.69851693618286,1071.4264231988268,Female,No,No,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),Yes
CUST09184,43.182833332042954,54.42580433141045,2362.5235530791674,Female,Yes,No,No,No,DSL,No,Yes,No internet service,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),Yes
CUST09185,2.059916872112732,80.01386463808548,155.077896721222,Female,No,No,Yes,No,Fiber optic,No,No,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,Yes
CUST09186,60.597166716267495,99.32289171951439,5998.819900849884,Female,Yes,No,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),Yes
CUST09187,36.38951076954395,95.40003806060056,3478.16519340264,Female,Yes,Yes,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,No,No,One year,Yes,Electronic check,Yes
CUST09188,9.83716460159448,85.03703033394294,849.5902310339388,Female,No,No,Yes,No,Fiber optic,No internet service,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes
CUST09189,1.1790987264543542,70.70506490887693,67.61211927623728,Female,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
CUST09190,33.028663824096995,96.99962567132282,3246.299728937223,Female,No,No,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),Yes
CUST09191,2.2997274095626707,26.124218857994887,77.97266334203404,Female,No,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,Yes
CUST09192,65.92266813007114,99.73513001771937,6671.584741602728,Female,No,No,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),Yes
CUST09193,49.247833967546235,103.60637156886852,5007.141992829234,Male,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes
CUST09194,2.3730735872529403,85.8739249481429,157.6619089596544,Male,No,No,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,Yes
CUST09195,0.8943237447280481,20.071716732860672,30.218381574841388,Female,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),Yes
CUST09196,23.56819878954479,100.52387572140772,2423.7539575625,Female,No,No,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),Yes
CUST09197,2.965432688485977,90.72566748713275,237.6685497026033,Female,No,No,Yes,No phone service,Fiber optic,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),Yes
CUST09198,45.1009446396446,60.64783452351897,2796.4842984706343,Male,No,No,No,No,DSL,No,No internet service,Yes,No internet service,No internet service,Yes,One year,No,Bank transfer (automatic),Yes
CUST09199,0.8455504300735952,94.12045647747603,80.35765689923075,Male,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
CUST09200,1.171290426167102,18.378381860117663,-18.698706753635328,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,Yes
CUST09201,10.24080792193708,93.8850877059396,927.7023430588854,Male,No,No,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),Yes
CUST09202,6.33834821147468,71.32042367990219,446.55124361192765,Male,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
CUST09203,48.04837561796831,22.91203706460716,995.7881294275013,Female,No,No,No,No,Fiber optic,No,No,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),Yes
CUST09204,24.883954879645326,87.34114690006074,2283.5917670748786,Female,No,No,Yes,Yes,Fiber optic,No,No internet service,No,No,No internet service,No,Month-to-month,Yes,Electronic check,Yes
CUST09205,66.81838658659804,103.32368000515929,7041.019712870663,Male,Yes,No,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),Yes
CUST09206,2.243269602400459,86.06585921919954,172.5023869555042,Female,No,No,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,Yes
CUST09207,1.196485401613624,85.07488053242254,36.33670470059089,Female,No,No,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,Yes
CUST09208,0.8476642764156026,71.12134207114845,58.55719509293735,Female,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,Yes
CUST09209,0.5933893564020744,29.520885112076936,27.66635890405266,Female,No,No,No,No phone service,DSL,No internet service,No,No,No,No,No,Month-to-month,No,Electronic check,Yes
CUST09210,30.039450890410507,19.300715336672187,676.4162623971284,Female,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,Yes
CUST09211,20.344670273298124,92.22738556898595,1959.0006492568407,Female,No,No,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,No,Month-to-month,No,Electronic check,Yes
CUST09212,11.860148870287286,74.8088451250178,924.2258573478006,Female,No,No,Yes,No,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,Yes,Electronic check,Yes
CUST09213,71.2519485315199,107.48900580685546,7724.017308753954,Male,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),Yes
CUST09214,17.85610334149327,87.60574316756947,1519.908601893975,Male,No,No,Yes,No phone service,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),Yes
CUST09215,5.873689489585052,89.38006814748482,563.0554407636577,Female,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,Yes
CUST09216,33.74406740021411,109.27202340792545,3567.621356400246,Female,No,No,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
CUST09217,69.72622735670808,110.12508511423025,8031.510033757454,Female,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,Yes
CUST09218,0.6242975188825761,74.97099666805391,86.4121391439455,Female,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
CUST09219,1.1172223033130488,71.0301735113036,18.33982130181758,Female,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,Yes
CUST09220,4.977822551142035,44.2164568794146,229.093184062326,Male,No,No,No,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Electronic check,Yes
CUST09221,60.659488120205744,101.20660882988933,6202.991948611524,Female,No,No,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,Yes
CUST09222,24.08025722838933,82.93128283782985,1931.357416458291,Female,No,No,Yes,No phone service,DSL,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),Yes
CUST09223,57.96574015924606,93.43504061500427,5441.306315350083,Female,Yes,Yes,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),Yes
CUST09224,21.818507459326415,99.96819535010135,2302.2474680308105,Male,No,No,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),Yes
CUST09225,9.902560707001774,79.15269684871299,825.5941822492,Female,No,No,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Credit card (automatic),Yes
CUST09226,24.100268433726427,92.43358156731492,2190.620323812165,Male,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,Yes
CUST09227,52.800854373442476,103.78009758007816,5500.926919986998,Female,No,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,Yes
CUST09228,1.2762777886316736,45.70684573462162,42.11367682641347,Female,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,Yes
CUST09229,9.890507756954701,82.21754679471296,859.129788306908,Male,Yes,No,Yes,No,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,No,Electronic check,Yes
CUST09230,7.061226740768612,81.87192051831286,648.4622292758972,Female,No,No,Yes,No phone service,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
CUST09231,20.979956359663376,55.67658914005172,1157.4558802680024,Female,Yes,No,No,No,DSL,Yes,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,Yes
CUST09232,2.0373188320206332,79.23459269416865,137.7634313483467,Female,No,No,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,Yes,Electronic check,Yes
CUST09233,20.900802852507727,91.98721653092946,1915.2116288527686,Male,No,No,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),Yes
CUST09234,5.501804558982263,77.42775084211308,454.7023141194074,Female,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),Yes
CUST09235,33.73586420911769,96.31520566923014,3259.3984074680493,Female,Yes,Yes,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,Yes
CUST09236,0.5528959593519034,79.41564980391126,120.08963994520767,Female,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes
CUST09237,27.97100461414448,103.80794243241017,2997.3502640154934,Female,No,No,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
CUST09238,0.7096227811137865,20.355786308839267,19.208093691078524,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,Yes
CUST09239,4.002506011751559,66.51178975009029,275.2815786488723,Female,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,Yes
CUST09240,68.95928213236527,106.4987851284579,7299.479590938262,Male,No,No,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),Yes
CUST09241,7.6737950297522834,84.81209398498514,672.051724514407,Female,No,No,Yes,No,Fiber optic,No internet service,No,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),Yes
CUST09242,2.7116129504189073,82.33113369625922,284.8522876064467,Female,No,No,Yes,No,Fiber optic,No,No,No,No internet service,Yes,No,Month-to-month,No,Electronic check,Yes
CUST09243,0.7264343353233067,49.46767412070672,36.03547648859943,Female,No,No,Yes,No,DSL,No internet service,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes
CUST09244,13.896652513621214,81.53435518154146,1094.4974998880186,Male,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),Yes
CUST09245,1.6725371771660478,55.074699157492205,87.27213454609274,Male,No,No,No,No,DSL,No,No,Yes,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),Yes
CUST09246,4.89177685245539,74.19190906166976,391.83292975206575,Female,Yes,No,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,Yes
CUST09247,40.84044499108047,99.16001894422051,4214.3162860694765,Male,No,No,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
CUST09248,12.163533347690276,75.2572295279957,930.5849392770378,Female,No,No,Yes,No phone service,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),Yes
CUST09249,20.344126321363223,70.44809232951188,1464.3745053796767,Male,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
CUST09250,1.020164156121546,74.12752307439116,83.90800051751992,Female,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
CUST09251,66.77987967351848,78.92191773891686,5328.535879643464,Male,No,No,Yes,Yes,DSL,Yes,No,Yes,No,No internet service,Yes,One year,Yes,Credit card (automatic),Yes
CUST09252,9.03497276860966,81.62259152479275,776.0454474342134,Female,No,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,Yes
CUST09253,3.4497725062111226,44.73605776705577,219.64850866096856,Female,No,No,No,No,DSL,No,No,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,Yes
CUST09254,1.0408937773124025,95.14953445382487,75.64837587464477,Female,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
CUST09255,43.13801837043737,102.27899477651928,4509.845129821889,Female,No,No,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
CUST09256,29.909374191768315,75.98531520316894,2133.874869413303,Female,Yes,No,No,No,DSL,No,No internet service,No,No,No,Yes,Month-to-month,No,Electronic check,Yes
CUST09257,44.95422178282405,78.0079815518523,3432.6181620616694,Female,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
CUST09258,1.918270266647173,44.06684576767181,89.79271675708394,Female,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),Yes
CUST09259,23.321183371474746,81.15548087313046,1892.7409750758115,Male,No,No,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
CUST09260,0.7028910576478367,79.95049046623927,57.46857740158917,Female,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
CUST09261,25.80202800385789,85.73746072507194,2276.204871826551,Female,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,Yes
CUST09262,2.724611094845068,72.13968175681886,185.27825327198659,Female,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),Yes
CUST09263,40.02543142730763,103.54177918918043,4114.084648094836,Male,No,No,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),Yes
CUST09264,10.81063312420362,61.53550447713653,702.2187286576911,Male,No,No,Yes,No,DSL,No,No,No,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,Yes
CUST09265,38.61638203550568,38.871391241584455,1223.692381255936,Female,No,No,Yes,No,DSL,No,No internet service,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),Yes
CUST09266,12.00862011791573,24.639295898292882,293.49749749669286,Female,No,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
